run,source,idx,true_vuln,predicted_vuln,predicted_confidence,true_cwe, predicted_cwe
350,primevul,212871,1,1,95,"['CWE-787']","[]"
351,primevul,462566,0,1,95,"['CWE-787']","['CWE-78']"
352,primevul,212955,1,0,95,"['CWE-476']","[]"
353,primevul,463476,0,0,85,"['CWE-476']","[]"
354,primevul,213037,1,1,85,"['CWE-125']","['CWE-476', 'CWE-190', 'CWE-472']"
355,primevul,464942,0,0,85,"['CWE-125']","[]"
356,primevul,213075,1,1,85,"['CWE-416']","['CWE-416', 'CWE-253']"
357,primevul,465854,0,0,90,"['CWE-416']","['CWE-476']"
358,primevul,213528,1,0,85,"['CWE-416']","[]"
359,primevul,472123,0,0,95,"['CWE-416']","[]"
360,primevul,213998,1,0,95,"['CWE-119']","[]"
361,primevul,474434,0,0,85,"['CWE-119']","[]"
362,primevul,214003,1,1,85,"['CWE-787']","['CWE-121', 'CWE-787', 'CWE-197']"
363,primevul,474462,0,0,90,"['CWE-787']","[]"
364,primevul,214124,1,1,85,"['CWE-125']","['CWE-119', 'CWE-125', 'CWE-131', 'CWE-835']"
365,primevul,475987,0,0,90,"['CWE-125']","[]"
366,primevul,214276,1,1,85,"['CWE-20']","['CWE-78', 'CWE-119', 'CWE-415', 'CWE-400']"
367,primevul,477273,0,1,85,"['CWE-20']","['CWE-401', 'CWE-120', 'CWE-532']"
368,primevul,214282,1,0,90,"['CWE-787']","['CWE-119', 'CWE-401', 'CWE-476']"
369,primevul,477380,0,0,90,"['CWE-787']","[]"
370,primevul,214335,1,0,85,"['CWE-79']","[]"
371,primevul,477800,0,0,85,"['CWE-79']","[]"
372,primevul,214336,1,1,85,"['CWE-362']","['CWE-367']"
373,primevul,477803,0,0,90,"['CWE-362']","[]"
374,primevul,214339,1,1,85,"['CWE-787']","['CWE-119', 'CWE-20']"
375,primevul,477811,0,0,85,"['CWE-787']","[]"
376,primevul,214358,1,1,85,"['CWE-20']","['CWE-119', 'CWE-20']"
377,primevul,477946,0,0,90,"['CWE-20']","[]"
378,primevul,214364,1,1,90,"['CWE-119']","['CWE-401', 'CWE-476', 'CWE-122']"
379,primevul,477975,0,1,85,"['CWE-119']","['CWE-762', 'CWE-126', 'CWE-119']"
380,primevul,214948,1,1,85,"['CWE-476']","['CWE-20', 'CWE-134', 'CWE-476']"
381,primevul,481787,0,0,90,"['CWE-476']","[]"
382,primevul,215038,1,1,85,"['CWE-125']","['CWE-119', 'CWE-476', 'CWE-401', 'CWE-187']"
383,primevul,482692,0,1,85,"['CWE-125']","['CWE-120', 'CWE-401']"
384,primevul,215073,1,1,85,"['CWE-269']","['CWE-20', 'CWE-126']"
385,primevul,483053,0,0,85,"['CWE-269']","[]"
386,primevul,215188,1,1,80,"['CWE-787']","['CWE-119', 'CWE-787']"
387,primevul,484732,0,1,85,"['CWE-787']","['CWE-190', 'CWE-129', 'CWE-20']"
388,primevul,215312,1,0,95,"['CWE-20']","[]"
389,primevul,487618,0,0,85,"['CWE-20']","[]"
390,primevul,215391,1,1,85,"['CWE-20']","['CWE-476']"
391,primevul,489124,0,1,85,"['CWE-20']","['CWE-476', 'CWE-690']"
392,primevul,215399,1,0,90,"['CWE-119']","[]"
393,primevul,489215,0,0,80,"['CWE-119']","['CWE-476']"
394,primevul,215400,1,1,85,"['CWE-20']","['CWE-476', 'CWE-787']"
395,primevul,489221,0,1,85,"['CWE-20']","['CWE-20', 'CWE-129', 'CWE-665']"
396,primevul,215921,1,0,95,"['CWE-119']","[]"
397,primevul,497809,0,0,85,"['CWE-119']","[]"
398,primevul,216027,1,1,85,"['CWE-476']","['CWE-120', 'CWE-787', 'CWE-688', 'CWE-496', 'CWE-754']"
399,primevul,498918,0,1,85,"['CWE-476']","['CWE-119', 'CWE-789', 'CWE-20', 'CWE-390']"
400,primevul,216126,1,0,85,"['CWE-20']","[]"
401,primevul,500044,0,0,90,"['CWE-20']","[]"
402,primevul,216515,1,0,85,"['CWE-362']","[]"
403,primevul,502735,0,0,85,"['CWE-362']","[]"
404,primevul,216654,1,0,85,"['CWE-20']","['CWE-131', 'CWE-476', 'CWE-120', 'CWE-20']"
405,primevul,503985,0,1,85,"['CWE-20']","['CWE-401', 'CWE-476', 'CWE-20', 'CWE-787']"
406,primevul,216800,1,1,85,"['CWE-125']","['CWE-119', 'CWE-416', 'CWE-690']"
407,primevul,506428,0,1,90,"['CWE-125']","['CWE-119', 'CWE-401']"
408,primevul,216812,1,0,85,"['CWE-476']","[]"
409,primevul,506696,0,0,85,"['CWE-476']","[]"
410,primevul,216903,1,0,90,"['CWE-476']","[]"
411,primevul,508874,0,0,85,"['CWE-476']","[]"
412,primevul,216946,1,1,85,"['CWE-416']","['CWE-119', 'CWE-401', 'CWE-789', 'CWE-672', 'CWE-665']"
413,primevul,513202,0,1,85,"['CWE-416']","['CWE-590', 'CWE-120', 'CWE-764']"
414,primevul,217176,1,0,85,"['CWE-79']","[]"
415,primevul,517437,0,0,80,"['CWE-79']","['CWE-200', 'CWE-22']"
